# seio [Celsius] East Indian Ocean SST anomalies
# from <a href=http://www.jamstec.go.jp/frcgc/research/d1/iod/e/iod/about_iod.html>JAMSTEC</a>
1938 11 -0.231975
1938 12 -0.190102
1939 1 -0.259875
1939 2 0.0122159
1939 3 -0.19454
1939 4 -0.21349
1939 5 -0.28418
1939 6 -0.0875103
1939 7 -0.0652046
1939 8 -0.190447
1939 9 -0.126378
1939 10 -0.129299
1939 11 0.129308
1939 12 0.0830111
1940 1 0.0862139
1940 2 -0.0496402
1940 3 -0.0400119
1940 4 -0.161063
1940 5 -0.146779
1940 6 0.0939924
1940 7 0.135581
1940 8 -0.111813
1940 9 0.0727635
1940 10 0.187149
1940 11 0.263369
1940 12 0.23771
1941 1 0.30359
1941 2 0.246158
1941 3 0.36937
1941 4 0.420381
1941 5 0.254685
1941 6 0.269571
1941 7 0.42595
1941 8 0.4137
1941 9 0.249512
1941 10 0.37755
1941 11 0.659385
1941 12 0.545496
1942 1 0.25272
1942 2 0.0948197
1942 3 0.345972
1942 4 0.0872666
1942 5 -0.00594366
1942 6 -0.19479
1942 7 -0.254459
1942 8 -0.142574
1942 9 -0.144496
1942 10 -0.231702
1942 11 -0.25678
1942 12 -0.361934
1943 1 -0.441961
1943 2 -0.239695
1943 3 -0.329038
1943 4 -0.285264
1943 5 -0.00276355
1943 6 -0.0193793
1943 7 0.0201933
1943 8 0.0685758
1943 9 0.0227171
1943 10 0.00515124
1943 11 0.125177
1943 12 -0.0193197
1944 1 0.0582827
1944 2 0.0745034
1944 3 0.0293692
1944 4 -0.0870054
1944 5 0.184868
1944 6 0.142006
1944 7 0.276909
1944 8 0.23132
1944 9 0.406926
1944 10 -0.026196
1944 11 0.0742161
1944 12 0.510502
1945 1 0.456349
1945 2 0.573777
1945 3 0.0367503
1945 4 -0.292933
1945 5 -0.377646
1945 6 -0.19039
1945 7 0.224577
1945 8 0.0940382
1945 9 -0.157579
1945 10 -0.172979
1945 11 -0.126476
1945 12 0.0481707
1946 1 -0.00824063
1946 2 0.0516291
1946 3 -0.023803
1946 4 -0.0179468
1946 5 0.114719
1946 6 -0.218674
1946 7 -0.152684
1946 8 -0.118142
1946 9 -0.110676
1946 10 0.0609685
1946 11 -0.124987
1946 12 -0.340205
1947 1 -0.0711858
1947 2 -0.0981897
1947 3 -0.129807
1947 4 -0.484807
1947 5 -0.0876722
1947 6 -0.115329
1947 7 -0.415383
1947 8 -0.276509
1947 9 -0.511243
1947 10 -0.610855
1947 11 -0.417082
1947 12 -0.521052
1948 1 -0.454267
1948 2 -0.216239
1948 3 -0.00375241
1948 4 -0.0976189
1948 5 -0.167423
1948 6 -0.0129061
1948 7 -0.0721908
1948 8 -0.143297
1948 9 -0.403738
1948 10 -0.0861958
1948 11 -0.330936
1948 12 -0.111592
1949 1 -0.203667
1949 2 -0.114995
1949 3 -0.257384
1949 4 -0.161803
1949 5 -0.267155
1949 6 -0.172131
1949 7 0.0151568
1949 8 -0.131709
1949 9 -0.0372838
1949 10 -0.0555866
1949 11 -0.179151
1949 12 -0.242281
1950 1 -0.178303
1950 2 -0.392684
1950 3 -0.290637
1950 4 -0.423923
1950 5 -0.276923
1950 6 -0.364479
1950 7 -0.30316
1950 8 -0.34936
1950 9 -0.411736
1950 10 -0.317442
1950 11 -0.412411
1950 12 -0.375815
1951 1 -0.361466
1951 2 -0.319522
1951 3 -0.161203
1951 4 -0.522837
1951 5 -0.271219
1951 6 -0.0515243
1951 7 -0.0812706
1951 8 0.0637903
1951 9 0.266862
1951 10 0.158504
1951 11 0.208618
1951 12 0.210291
1952 1 0.0225313
1952 2 0.138595
1952 3 0.0711832
1952 4 0.115463
1952 5 0.0165384
1952 6 0.0726697
1952 7 -0.153145
1952 8 -0.20344
1952 9 -0.164812
1952 10 -0.257253
1952 11 -0.111328
1952 12 -0.00715625
1953 1 0.0883553
1953 2 0.0119457
1953 3 0.17745
1953 4 0.0694802
1953 5 0.237147
1953 6 0.104527
1953 7 -0.105301
1953 8 -0.212703
1953 9 -0.178147
1953 10 -0.0671195
1953 11 0.148637
1953 12 0.324194
1954 1 -0.00695997
1954 2 0.0380799
1954 3 -0.0101898
1954 4 0.029753
1954 5 -0.106688
1954 6 -0.238107
1954 7 -0.62119
1954 8 -0.495718
1954 9 -0.513991
1954 10 -0.661389
1954 11 -0.384364
1954 12 -0.376424
1955 1 -0.0408821
1955 2 -0.355704
1955 3 -0.223578
1955 4 -0.250327
1955 5 -0.423271
1955 6 -0.512096
1955 7 -0.368229
1955 8 -0.172783
1955 9 -0.195991
1955 10 -0.364693
1955 11 -0.262357
1955 12 -0.191674
1956 1 -0.160054
1956 2 -0.256676
1956 3 -0.157924
1956 4 -0.153727
1956 5 -0.436643
1956 6 -0.486847
1956 7 -0.537955
1956 8 -0.359033
1956 9 -0.359463
1956 10 -0.215187
1956 11 -0.265596
1956 12 -0.117358
1957 1 -0.129823
1957 2 -0.171012
1957 3 -0.0420686
1957 4 -0.0192293
1957 5 0.245735
1957 6 -0.0828055
1957 7 -0.0737972
1957 8 0.0583497
1957 9 -0.132747
1957 10 -0.117982
1957 11 0.103655
1957 12 0.0253565
1958 1 0.259235
1958 2 0.263951
1958 3 0.0644095
1958 4 0.0624869
1958 5 -0.0213091
1958 6 -0.212924
1958 7 -0.0158223
1958 8 -0.0370308
1958 9 -0.135128
1958 10 -0.0539064
1958 11 -0.0250633
1958 12 0.126178
1959 1 0.351208
1959 2 0.262609
1959 3 0.0861556
1959 4 0.0328232
1959 5 -0.0437856
1959 6 -0.220021
1959 7 -0.270404
1959 8 -0.341615
1959 9 -0.271774
1959 10 -0.0442076
1959 11 0.00670621
1959 12 0.108533
1960 1 0.00301127
1960 2 0.0143567
1960 3 0.0352415
1960 4 0.00710415
1960 5 0.0320965
1960 6 -0.121125
1960 7 -0.163045
1960 8 -0.233822
1960 9 -0.0262733
1960 10 -0.227838
1960 11 -0.27928
1960 12 -0.0686463
1961 1 -0.11474
1961 2 -0.0790509
1961 3 -0.0236662
1961 4 0.0132997
1961 5 -0.164203
1961 6 -0.027956
1961 7 0.221391
1961 8 0.218819
1961 9 0.211772
1961 10 0.269053
1961 11 0.129617
1961 12 0.232223
1962 1 0.112988
1962 2 0.0116627
1962 3 0.182145
1962 4 0.0699519
1962 5 -0.124473
1962 6 -0.233227
1962 7 -0.154214
1962 8 0.057263
1962 9 0.0524825
1962 10 0.0285548
1962 11 0.0668899
1962 12 0.158204
1963 1 0.0618148
1963 2 0.0103551
1963 3 -0.0700984
1963 4 -0.0761542
1963 5 -0.194757
1963 6 -0.145497
1963 7 0.0903585
1963 8 0.0930068
1963 9 0.00777118
1963 10 0.304554
1963 11 0.368242
1963 12 0.237605
1964 1 0.328696
1964 2 0.200664
1964 3 0.203812
1964 4 0.173398
1964 5 -0.239465
1964 6 -0.109441
1964 7 -0.450177
1964 8 -0.517264
1964 9 -0.481283
1964 10 -0.409477
1964 11 -0.406142
1964 12 -0.337443
1965 1 -0.374067
1965 2 -0.256679
1965 3 -0.378659
1965 4 -0.264176
1965 5 -0.437211
1965 6 -0.414967
1965 7 -0.337102
1965 8 -0.158664
1965 9 0.0200868
1965 10 0.0451751
1965 11 -0.0032353
1965 12 0.00630143
1966 1 0.0227138
1966 2 0.346198
1966 3 0.0806118
1966 4 -0.0890376
1966 5 -0.207321
1966 6 -0.0113683
1966 7 0.0597491
1966 8 0.00688736
1966 9 0.199135
1966 10 0.03227
1966 11 -0.00382264
1966 12 -0.12816
1967 1 -0.442159
1967 2 -0.426658
1967 3 -0.0676052
1967 4 -0.110928
1967 5 0.0431998
1967 6 0.0147489
1967 7 -0.233565
1967 8 -0.140425
1967 9 -0.0800197
1967 10 0.202612
1967 11 0.150355
1967 12 0.0485441
1968 1 -0.0771655
1968 2 0.0296122
1968 3 -0.0475686
1968 4 0.0437339
1968 5 0.0486417
1968 6 0.29267
1968 7 -0.044742
1968 8 0.0617224
1968 9 0.0630507
1968 10 0.0601076
1968 11 0.0464682
1968 12 0.210975
1969 1 0.408257
1969 2 0.401613
1969 3 0.577229
1969 4 0.49839
1969 5 0.399732
1969 6 -0.0607639
1969 7 0.051711
1969 8 0.0215902
1969 9 0.193732
