# siod [Celsius] DMI (WIO-SEIO) SST anomalies
# from <a href=http://www.jamstec.go.jp/frcgc/research/d1/iod/e/iod/about_iod.html>JAMSTEC</a>
1918 6 0.0225613
1918 7 0.193268
1918 8 0.234214
1918 9 0.389869
1918 10 0.540413
1918 11 0.474548
1918 12 0.290187
1919 1 0.156724
1919 2 0.064684
1919 3 -0.104608
1919 4 -0.205664
1919 5 -0.168316
1919 6 -0.138534
1919 7 0.139951
1919 8 -0.0055663
1919 9 0.166025
1919 10 0.0454481
1919 11 0.0154023
1919 12 -0.168877
1920 1 0.198956
1920 2 0.236795
1920 3 0.307448
1920 4 0.2625
1920 5 0.494021
1920 6 0.15645
1920 7 -0.261925
1920 8 -0.279943
1920 9 -0.209969
1920 10 -0.0564125
1920 11 -0.298087
1920 12 -0.153354
1921 1 -0.105773
1921 2 0.0358623
1921 3 0.0944752
1921 4 0.0147789
1921 5 0.182168
1921 6 0.0019342
1921 7 -0.114871
1921 8 -0.62322
1921 9 -0.146498
1921 10 -0.0776562
1921 11 -0.198437
1921 12 -0.14969
1922 1 -0.189972
1922 2 -0.0145524
1922 3 0.247483
1922 4 -0.183701
1922 5 -0.146079
1922 6 0.138208
1922 7 -0.224833
1922 8 -0.102881
1922 9 -0.119012
1922 10 -0.138909
1922 11 -0.263583
1922 12 -0.0690578
1923 1 -0.0167178
1923 2 -0.219517
1923 3 -0.110077
1923 4 -0.0383541
1923 5 -0.0845473
1923 6 0.11666
1923 7 -0.0833821
1923 8 0.299991
1923 9 0.631248
1923 10 0.651366
1923 11 0.712615
1923 12 0.0252667
1924 1 -0.251263
1924 2 -0.408731
1924 3 -0.253881
1924 4 -0.0572653
1924 5 -0.178028
1924 6 -0.21547
1924 7 -0.0752212
1924 8 -0.118295
1924 9 -0.256796
1924 10 0.19016
1924 11 -0.119099
1924 12 -0.129601
1925 1 -0.127392
1925 2 0.156729
1925 3 0.163989
1925 4 0.682645
1925 5 0.181507
1925 6 0.299691
1925 7 0.13942
1925 8 0.267985
1925 9 0.76556
1925 10 0.481678
1925 11 0.383145
1925 12 0.0818741
1926 1 0.181994
1926 2 -0.174326
1926 3 0.129399
1926 4 -0.0461395
1926 5 0.145035
1926 6 0.357175
1926 7 0.0821746
1926 8 0.293422
1926 9 -0.00727575
1926 10 0.268329
1926 11 -0.216102
1926 12 -0.182545
1927 1 -0.0140026
1927 2 0.224866
1927 3 -0.0266657
1927 4 -0.193314
1927 5 -0.0225744
1927 6 0.0540048
1927 7 -0.253316
1927 8 -0.299191
1927 9 -0.261377
1927 10 -0.210357
1927 11 -0.00588745
1927 12 -0.140648
1928 1 -0.184071
1928 2 -0.173493
1928 3 -0.110916
1928 4 -0.103065
1928 5 -0.0456742
1928 6 -0.249653
1928 7 -0.323475
1928 8 -0.571064
1928 9 -0.478119
1928 10 -0.327551
1928 11 0.0790158
1928 12 -0.132462
1929 1 -0.0915311
1929 2 -0.168337
1929 3 -0.0642309
1929 4 -0.0135287
1929 5 -0.131391
1929 6 -0.0301929
1929 7 -0.0767238
1929 8 -0.179153
1929 9 0.0841094
1929 10 0.0325532
1929 11 -0.00378066
1929 12 0.205907
1930 1 -0.235698
1930 2 -0.328398
1930 3 -0.143651
1930 4 -0.0444482
1930 5 -0.219465
1930 6 0.0689724
1930 7 -0.0900795
1930 8 -0.0283429
1930 9 -0.408009
1930 10 -0.0319777
1930 11 0.38362
1930 12 0.11949
1931 1 0.132164
1931 2 -0.143447
1931 3 -0.37893
1931 4 -0.316577
1931 5 -0.0276192
1931 6 -0.065867
1931 7 -0.0871935
1931 8 -0.19159
1931 9 -0.606444
1931 10 -0.200601
1931 11 0.0907716
1931 12 -0.57027
1932 1 -0.236828
1932 2 -0.387216
1932 3 -0.251652
1932 4 0.082532
1932 5 -0.141363
1932 6 -0.16504
1932 7 0.0781699
1932 8 -0.17558
1932 9 -0.0128009
1932 10 -0.33306
1932 11 -0.0368795
1932 12 0.200153
1933 1 -0.00391436
1933 2 0.0974865
1933 3 0.206724
1933 4 0.380732
1933 5 -0.11711
1933 6 -0.0889735
1933 7 -0.138927
1933 8 -0.307861
1933 9 -1.15177
1933 10 -0.589045
1933 11 -0.324241
1933 12 -0.230924
1934 1 -0.412464
1934 2 -0.071031
1934 3 -0.000116885
1934 4 0.0725344
1934 5 0.023407
1934 6 0.194554
1934 7 0.00401357
1934 8 0.293618
1934 9 -0.100389
1934 10 0.0678033
1934 11 0.125471
1934 12 0.0733516
1935 1 0.185359
1935 2 0.141712
1935 3 0.28512
1935 4 -0.0224697
1935 5 0.283772
1935 6 0.298446
1935 7 0.362455
1935 8 0.280851
1935 9 0.140073
1935 10 0.0768324
1935 11 0.38054
1935 12 0.244405
1936 1 0.259152
1936 2 -0.203098
1936 3 -0.0477253
1936 4 0.134595
1936 5 0.032582
1936 6 0.273711
1936 7 0.256339
1936 8 -0.126289
1936 9 -0.0488131
1936 10 -0.296818
1936 11 0.216241
1936 12 -0.0902559
1937 1 0.0729815
1937 2 -0.0485202
1937 3 -0.0990393
1937 4 -0.211774
1937 5 0.266608
1937 6 -0.0903548
1937 7 -0.232122
1937 8 0.0486449
1937 9 0.310999
1937 10 0.0784854
1937 11 0.153368
1937 12 0.0932786
1938 1 0.107965
1938 2 -0.0418821
1938 3 0.169811
1938 4 -0.148108
1938 5 0.241695
1938 6 -0.183306
1938 7 -0.299147
1938 8 0.160312
1938 9 -0.0589326
1938 10 -0.214343
1938 11 -0.428042
1938 12 -0.302627
1939 1 0.0636714
1939 2 0.39108
1939 3 0.186449
1939 4 -0.0645006
1939 5 -0.10813
1939 6 0.0407792
1939 7 -0.0811211
1939 8 -0.147703
1939 9 0.106084
1939 10 0.194321
1939 11 -0.0422736
1939 12 0.130003
1940 1 0.27049
1940 2 -0.033799
1940 3 -0.298273
1940 4 -0.280196
1940 5 -0.232258
1940 6 0.183782
1940 7 -0.0520856
1940 8 0.0555916
1940 9 0.0100872
1940 10 -0.075846
1940 11 -0.0686164
1940 12 -0.0850005
1941 1 -0.179948
1941 2 -0.433639
1941 3 -0.0906787
1941 4 -0.0720494
1941 5 -0.0418943
1941 6 -0.157438
1941 7 -0.108008
1941 8 -0.111889
1941 9 0.0623036
1941 10 0.193779
1941 11 0.539614
1941 12 0.0463323
1942 1 -0.00223827
1942 2 -0.106817
1942 3 -0.0745648
1942 4 -0.205927
1942 5 -0.371837
1942 6 -0.717973
1942 7 -0.373335
1942 8 -0.78118
1942 9 -0.541217
1942 10 -0.192259
1942 11 -0.317528
1942 12 -0.315116
1943 1 -0.290487
1943 2 -0.0531654
1943 3 -0.122779
1943 4 -0.0098134
1943 5 0.0440029
1943 6 0.371217
1943 7 0.417532
1943 8 0.345438
1943 9 -0.247924
1943 10 -0.140442
1943 11 -0.109009
1943 12 -0.151379
1944 1 0.0351444
1944 2 0.426458
1944 3 -0.00699992
1944 4 -0.031986
1944 5 0.508162
1944 6 0.101461
1944 7 0.372007
1944 8 0.355614
1944 9 0.395863
1944 10 -0.203967
1944 11 0.0274565
1944 12 0.405137
1945 1 0.0547822
1945 2 0.278244
1945 3 0.376152
1945 4 -0.112612
1945 5 -0.334642
1945 6 -0.340843
1945 7 -0.201869
1945 8 -0.339909
1945 9 -0.194199
1945 10 -0.122335
1945 11 -0.0504278
1945 12 -0.0958399
1946 1 0.256179
1946 2 0.174576
1946 3 -0.0502268
1946 4 -0.344492
1946 5 0.516374
1946 6 -0.10212
1946 7 0.163195
1946 8 0.467682
1946 9 0.331284
1946 10 0.22141
1946 11 0.254024
1946 12 -0.0108905
1947 1 -0.101431
1947 2 0.22011
1947 3 0.174185
1947 4 0.023301
1947 5 0.33032
1947 6 0.15642
1947 7 -0.30079
1947 8 -0.338711
1947 9 -0.558737
1947 10 -0.415681
1947 11 -0.029679
1947 12 -0.0250467
1948 1 -0.107783
1948 2 0.0326279
1948 3 0.197623
1948 4 0.106313
1948 5 0.144079
1948 6 0.271656
1948 7 0.0596819
1948 8 -0.137089
1948 9 -0.24608
1948 10 0.101653
1948 11 -0.0980052
1948 12 -0.271572
1949 1 0.212218
1949 2 0.360063
1949 3 0.0555337
1949 4 0.371544
1949 5 0.139315
1949 6 0.211416
1949 7 0.305778
1949 8 0.319765
1949 9 0.305282
1949 10 0.265324
1949 11 -0.107681
1949 12 -0.0920727
1950 1 0.14706
1950 2 -0.358622
1950 3 -0.516729
1950 4 -0.26415
1950 5 -0.0803613
1950 6 -0.278357
1950 7 -0.0283078
1950 8 0.0902713
1950 9 -0.229673
1950 10 -0.19427
1950 11 0.0594362
1950 12 0.207382
1951 1 0.450045
1951 2 0.402074
1951 3 0.427332
1951 4 -0.299514
1951 5 0.0846269
1951 6 0.0359082
1951 7 0.102144
1951 8 0.428854
1951 9 0.390112
1951 10 0.218426
1951 11 0.393858
1951 12 0.158579
1952 1 0.119601
1952 2 0.266279
1952 3 0.29166
1952 4 0.277609
1952 5 0.0805101
1952 6 0.235083
1952 7 -0.1054
1952 8 -0.147258
