# siod [Celsius] DMI (WIO-SEIO) SST anomalies
# from <a href=http://www.jamstec.go.jp/frcgc/research/d1/iod/e/iod/about_iod.html>JAMSTEC</a>
1931 3 -0.378441
1931 4 -0.317917
1931 5 -0.0307869
1931 6 -0.0693204
1931 7 -0.0908607
1931 8 -0.197538
1931 9 -0.61111
1931 10 -0.20654
1931 11 0.0866212
1931 12 -0.573663
1932 1 -0.236828
1932 2 -0.38611
1932 3 -0.251163
1932 4 0.0811916
1932 5 -0.144531
1932 6 -0.168493
1932 7 0.0745026
1932 8 -0.181528
1932 9 -0.0174675
1932 10 -0.339
1932 11 -0.0410299
1932 12 0.196761
1933 1 -0.00391436
1933 2 0.0985925
1933 3 0.207213
1933 4 0.379392
1933 5 -0.120277
1933 6 -0.0924269
1933 7 -0.142594
1933 8 -0.313809
1933 9 -1.15644
1933 10 -0.594984
1933 11 -0.328391
1933 12 -0.234316
1934 1 -0.412464
1934 2 -0.0699249
1934 3 0.000371873
1934 4 0.0711938
1934 5 0.0202393
1934 6 0.1911
1934 7 0.000346273
1934 8 0.28767
1934 9 -0.105056
1934 10 0.0618637
1934 11 0.12132
1934 12 0.0699591
1935 1 0.185359
1935 2 0.142818
1935 3 0.285609
1935 4 -0.0238101
1935 5 0.280605
1935 6 0.294993
1935 7 0.358788
1935 8 0.274903
1935 9 0.135406
1935 10 0.0708929
1935 11 0.37639
1935 12 0.241013
1936 1 0.259152
1936 2 -0.201992
1936 3 -0.0472364
1936 4 0.133254
1936 5 0.0294143
1936 6 0.270257
1936 7 0.252671
1936 8 -0.132237
1936 9 -0.0534799
1936 10 -0.302758
1936 11 0.21209
1936 12 -0.0936484
1937 1 0.0729815
1937 2 -0.0474142
1937 3 -0.0985504
1937 4 -0.213115
1937 5 0.26344
1937 6 -0.0938082
1937 7 -0.235789
1937 8 0.0426969
1937 9 0.306332
1937 10 0.0725458
1937 11 0.149218
1937 12 0.0898862
1938 1 0.107965
1938 2 -0.0407761
1938 3 0.1703
1938 4 -0.149448
1938 5 0.238527
1938 6 -0.18676
1938 7 -0.302814
1938 8 0.154364
1938 9 -0.0635993
1938 10 -0.220283
1938 11 -0.432193
1938 12 -0.30602
1939 1 0.0636714
1939 2 0.392186
1939 3 0.186938
1939 4 -0.065841
1939 5 -0.111297
1939 6 0.0373259
1939 7 -0.0847884
1939 8 -0.153651
1939 9 0.101418
1939 10 0.188381
1939 11 -0.046424
1939 12 0.126611
1940 1 0.27049
1940 2 -0.032693
1940 3 -0.297784
1940 4 -0.281537
1940 5 -0.235426
1940 6 0.180329
1940 7 -0.0557529
1940 8 0.0496436
1940 9 0.00542043
1940 10 -0.0817856
1940 11 -0.0727668
1940 12 -0.0883928
1941 1 -0.179948
1941 2 -0.432533
1941 3 -0.0901898
1941 4 -0.0733898
1941 5 -0.045062
1941 6 -0.160891
1941 7 -0.111676
1941 8 -0.117837
1941 9 0.0576368
1941 10 0.187839
1941 11 0.535463
1941 12 0.04294
1942 1 -0.00223827
1942 2 -0.105711
1942 3 -0.0740759
1942 4 -0.207268
1942 5 -0.375005
1942 6 -0.721427
1942 7 -0.377002
1942 8 -0.787128
1942 9 -0.545884
1942 10 -0.198199
1942 11 -0.321678
1942 12 -0.318508
1943 1 -0.290487
1943 2 -0.0520594
1943 3 -0.12229
1943 4 -0.0111538
1943 5 0.0408352
1943 6 0.367764
1943 7 0.413864
1943 8 0.33949
1943 9 -0.25259
1943 10 -0.146382
1943 11 -0.11316
1943 12 -0.154771
1944 1 0.0351444
1944 2 0.427564
1944 3 -0.00651102
1944 4 -0.0333264
1944 5 0.504994
1944 6 0.0980081
1944 7 0.368339
1944 8 0.349666
1944 9 0.391196
1944 10 -0.209907
1944 11 0.023306
1944 12 0.401744
1945 1 0.0547822
1945 2 0.27935
1945 3 0.376641
1945 4 -0.113953
1945 5 -0.337809
1945 6 -0.344296
1945 7 -0.205537
1945 8 -0.345856
1945 9 -0.198866
1945 10 -0.128275
1945 11 -0.0545782
1945 12 -0.0992323
1946 1 0.256179
1946 2 0.175682
1946 3 -0.0497379
1946 4 -0.345832
1946 5 0.513207
1946 6 -0.105573
1946 7 0.159528
1946 8 0.461734
1946 9 0.326617
1946 10 0.21547
1946 11 0.249874
1946 12 -0.0142829
1947 1 -0.101431
1947 2 0.221216
1947 3 0.174674
1947 4 0.0219605
1947 5 0.327153
1947 6 0.152967
1947 7 -0.304458
1947 8 -0.344659
1947 9 -0.563404
1947 10 -0.42162
1947 11 -0.0338294
1947 12 -0.0284392
1948 1 -0.107783
1948 2 0.0337339
1948 3 0.198112
1948 4 0.104972
1948 5 0.140911
1948 6 0.268203
1948 7 0.0560147
1948 8 -0.143037
1948 9 -0.250747
1948 10 0.0957135
1948 11 -0.102156
1948 12 -0.274964
1949 1 0.212218
1949 2 0.361169
1949 3 0.0560226
1949 4 0.370204
1949 5 0.136148
1949 6 0.207962
1949 7 0.302111
1949 8 0.313817
1949 9 0.300616
1949 10 0.259385
1949 11 -0.111831
1949 12 -0.095465
1950 1 0.14706
1950 2 -0.357516
1950 3 -0.51624
1950 4 -0.265491
1950 5 -0.083529
1950 6 -0.281811
1950 7 -0.0319751
1950 8 0.0843233
1950 9 -0.234339
1950 10 -0.200209
1950 11 0.0552857
1950 12 0.203989
1951 1 0.450045
1951 2 0.40318
1951 3 0.427821
1951 4 -0.300854
1951 5 0.0814591
1951 6 0.0324549
1951 7 0.0984769
1951 8 0.422906
1951 9 0.385445
1951 10 0.212487
1951 11 0.389707
1951 12 0.155187
1952 1 0.119601
1952 2 0.267385
1952 3 0.292149
1952 4 0.276269
1952 5 0.0773424
1952 6 0.231629
1952 7 -0.109067
1952 8 -0.153206
1952 9 -0.204604
1952 10 -0.153914
1952 11 0.110871
1952 12 0.206792
1953 1 0.494375
1953 2 0.468117
1953 3 0.354793
1953 4 0.152494
1953 5 0.53601
1953 6 0.0939128
1953 7 0.133603
1953 8 0.0695482
1953 9 0.15268
1953 10 0.0756677
1953 11 0.135612
1953 12 0.112118
1954 1 -0.154317
1954 2 -0.0838442
1954 3 0.0148237
1954 4 0.189119
1954 5 -0.324633
1954 6 -0.291472
1954 7 -0.530162
1954 8 -0.320313
1954 9 -0.321374
1954 10 -0.443885
1954 11 -0.170282
1954 12 0.177174
1955 1 0.136696
1955 2 0.04107
1955 3 0.19339
1955 4 0.166686
1955 5 -0.461713
1955 6 -0.167636
1955 7 -0.121346
1955 8 -0.120228
1955 9 -0.339882
1955 10 -0.334264
1955 11 0.0107944
1955 12 -0.0617392
1956 1 0.0914909
1956 2 0.170077
1956 3 0.175989
1956 4 -0.0891846
1956 5 -0.339505
1956 6 -0.600419
1956 7 -0.758137
1956 8 -0.459444
1956 9 -0.397556
1956 10 -0.27624
1956 11 -0.232159
1956 12 0.0837796
1957 1 -0.246025
1957 2 -0.368789
1957 3 -0.0229631
1957 4 -0.0928853
1957 5 -0.0996449
1957 6 -0.246902
1957 7 -0.166376
1957 8 0.0468936
1957 9 0.0137754
1957 10 -0.136298
1957 11 -0.209365
1957 12 -0.0238577
1958 1 -0.214782
1958 2 -0.051819
1958 3 -0.202057
1958 4 -0.136631
1958 5 -0.268947
1958 6 -0.633857
1958 7 -0.74354
1958 8 -0.952331
1958 9 -0.901941
1958 10 -0.57422
1958 11 -0.393559
1958 12 -0.404355
1959 1 0.162056
1959 2 -0.341026
1959 3 -0.346317
1959 4 -0.150885
1959 5 -0.510155
1959 6 -0.528587
1959 7 -0.343678
1959 8 -0.600768
1959 9 -0.440084
1959 10 -0.202111
1959 11 -0.302529
1959 12 -0.123249
1960 1 -0.0415536
1960 2 0.15349
1960 3 -0.25099
1960 4 -0.529494
1960 5 -0.506328
1960 6 -0.462701
1960 7 -0.416073
1960 8 -0.278523
1960 9 -0.182991
1960 10 -0.513805
1960 11 -0.530213
1960 12 -0.39836
1961 1 0.0499943
1961 2 0.115179
1961 3 0.0530302
1961 4 -0.395562
1961 5 -0.211344
1961 6 0.210988
1961 7 0.94001
1961 8 1.07435
